0001;0003;1468258197743;click;questionHard;button;1459;630
0001;0003;1468258197981;click;questionHard;button;1457;631
0001;0003;1468258198140;click;questionHard;button;1456;631
0001;0003;1468258783703;click;questionHard;button;1456;621
0001;0003;1468258783880;click;questionHard;button;1456;621
0001;0003;1468258784042;click;questionHard;button;1456;621
0001;0003;1468258784210;click;questionHard;button;1456;621
0001;0003;1468258784375;click;questionHard;button;1456;621
0001;0003;1468258784512;click;questionHard;button;1456;621
0001;0003;1468258784695;click;questionHard;button;1455;622
0001;0003;1468258944006;click;questionHard;button;1474;613
0001;0003;1468258944182;click;questionHard;button;1474;613
0001;0003;1468258944353;click;questionHard;button;1473;614
0001;0003;1468259123557;click;questionHard;button;1448;615
0001;0003;1468259385507;click;questionHard;button;1460;619
0001;0003;1468259387075;click;questionHard;button;1460;619
0001;0003;1468259387675;click;questionHard;button;1460;619
0001;0003;1468259388386;click;questionHard;button;1460;619
0001;0003;1468261288083;click;questionHard;button;1448;619
0001;0003;1468261288851;click;questionHard;button;1448;619
0001;0003;1468262121156;click;questionHard;button;1483;631
0001;0003;1468268943692;click;questionHard;button;1460;619
0001;0003;1468268946677;click;questionHard;div;1385;315
0001;0003;1468268947149;click;questionHard;input;1390;319
0001;0003;1468268948789;click;questionHard;button;1471;620
0001;0003;1468268991524;click;questionHard;button;1450;617
0001;0003;1468269027085;click;questionHard;button;1468;620
0001;0003;1468269079228;click;questionHard;button;1465;624
0001;0003;1468269131451;click;questionHard;input;1387;295
0001;0003;1468269807781;click;questionHard;button;1465;437
0001;0003;1468269817845;click;questionHard;button;1452;442
0001;0003;1468269818277;click;questionHard;button;1452;442
0001;0003;1468269818845;click;conteudo;button;1452;442
